"","phys","AAM","LAM","L2","L3","Linf","K_var","F","base_K"
"1",11.0336134453782,5,0.214289473893033,0.236668135914549,0.240202056936294,0.241203544905171,0,0,"Low base food resource level"
"2",10.9916666666667,5,0.214266938091964,0.23670872250246,0.24027154012293,0.241287326792833,0,0,"Low base food resource level"
"3",11.1666666666667,5,0.214305457094453,0.236603524106641,0.240116604920024,0.241111227240075,0,0,"Low base food resource level"
"4",10.453781512605,5,0.214181678411038,0.236993154326179,0.240668531997456,0.241728611919128,0,0,"Low base food resource level"
"5",10.3833333333333,5,0.214168612417015,0.237032510593309,0.240723757149198,0.241789678214419,0,0,"Low base food resource level"
"6",11.1008403361345,5,0.214290648183187,0.236643331201498,0.240175593456844,0.241178504691406,0,0,"Low base food resource level"
"7",11.2436974789916,5,0.214315112856257,0.236565749142996,0.240067475671176,0.241058993419925,0,0,"Low base food resource level"
"8",10.1260504201681,5,0.214129195772888,0.237166786721175,0.240909751046194,0.241995586842823,0,0,"Low base food resource level"
"9",10.6386554621849,5,0.214219607802323,0.236885295370305,0.240510152684487,0.241548231292234,0,0,"Low base food resource level"
"10",11.0672268907563,5,0.214287232881902,0.236659148655602,0.240196492563331,0.241201152710207,0,0,"Low base food resource level"
"11",10.1428571428571,5,0.214133774260435,0.237155895115509,0.240892470811761,0.241975090440953,0,0,"Low base food resource level"
"12",10.5798319327731,5,0.214208169044346,0.236918908765578,0.240558945018027,0.241603461291296,0,0,"Low base food resource level"
"13",10.7731092436975,5,0.214236993619345,0.23681870619186,0.240421691975531,0.241452674410233,0,0,"Low base food resource level"
"14",11,5,0.214281740620473,0.236688598124569,0.240232089989775,0.241237513877991,0,0,"Low base food resource level"
"15",9.38135593220339,5,0.213995673367973,0.237578699504567,0.241495981468634,0.242652552725327,0,0,"Low base food resource level"
"16",10.3025210084034,5,0.214161858205474,0.237068360708525,0.240768975772747,0.241837466855016,0,0,"Low base food resource level"
"17",10.8655462184874,5,0.214253765217027,0.236767404005675,0.240348414085327,0.241370370752373,0,0,"Low base food resource level"
"18",10.5966386554622,5,0.214201347157278,0.236921048788646,0.240570151139816,0.241620283967241,0,0,"Low base food resource level"
"19",10.6974789915966,5,0.214237797780586,0.236843849037303,0.240444747408545,0.241471530236799,0,0,"Low base food resource level"
"20",11.1764705882353,5,0.214305986349922,0.236599664621955,0.240112246125597,0.241106929798774,0,0,"Low base food resource level"
"21",10.6470588235294,5,0.214218438488064,0.236883730267116,0.240510015546227,0.24154913038455,0,0,"Low base food resource level"
"22",11.1428571428571,5,0.214301447250407,0.236616556197866,0.240135165734733,0.241132065782658,0,0,"Low base food resource level"
"23",9.52100840336134,5,0.214030928968824,0.237489634393556,0.241359950700518,0.242494947177635,0,0,"Low base food resource level"
"24",10.8571428571429,5,0.21426238296818,0.23676036819476,0.240329408982475,0.241344154686587,0,0,"Low base food resource level"
"25",9.89075630252101,5,0.214090904465028,0.237292511408359,0.241084830451259,0.242189548305247,0,0,"Low base food resource level"
"26",10.2521008403361,5,0.214149904337302,0.23709953514035,0.240814403729612,0.241888508185738,0,0,"Low base food resource level"
"27",11.1666666666667,5,0.214301604949306,0.236608154586162,0.240127099835111,0.241125253945654,0,0,"Low base food resource level"
"28",11.0252100840336,5,0.214282461662582,0.236679126176272,0.240222156617978,0.241228334344048,0,0,"Low base food resource level"
"29",11.7916666666667,5,0.214403952650511,0.236273615733121,0.239658992278367,0.240604867033366,0,0,"Low base food resource level"
"30",11.1260504201681,5,0.214296868763867,0.236627540966714,0.240152593482903,0.241152703762106,0,0,"Low base food resource level"
"31",10.5042016806723,5,0.214194456934927,0.236960995978513,0.240619111554673,0.241671047096632,0,0,"Low base food resource level"
"32",11.4166666666667,5,0.214345521998535,0.236470867241594,0.239931555289144,0.240905724369872,0,0,"Low base food resource level"
"33",11.8991596638655,5,0.214410352808033,0.23622934041278,0.23960500297669,0.240548648952543,0,0,"Low base food resource level"
"34",11.0924369747899,5,0.21430017949759,0.236635364415485,0.240155433801938,0.241151321392429,0,0,"Low base food resource level"
"35",9.61016949152542,5,0.214044870778661,0.237442652726036,0.241295533713514,0.242424321851737,0,0,"Low base food resource level"
"36",11.5416666666667,5,0.214368282512531,0.236401284192611,0.239833147384199,0.240796077732732,0,0,"Low base food resource level"
"37",10.8403361344538,5,0.214257066219698,0.236772254245136,0.240348369990676,0.241366529394511,0,0,"Low base food resource level"
"38",9.78151260504202,5,0.214068550092966,0.237356103818557,0.241179019611288,0.242297600517242,0,0,"Low base food resource level"
"39",11.2605042016807,5,0.214322102333885,0.236551891705719,0.240043505073365,0.241029553368611,0,0,"Low base food resource level"
"40",10.8991596638655,5,0.214259953734828,0.236748707565875,0.240321679598429,0.241340309151424,0,0,"Low base food resource level"
"41",10.327731092437,5,0.214170628409428,0.237049357244524,0.240737379788226,0.241799323812254,0,0,"Low base food resource level"
"42",11.9666666666667,5,0.214421998311434,0.236192419112271,0.239553292628688,0.240491305477874,0,0,"Low base food resource level"
"43",11.7416666666667,5,0.214390602881223,0.236306589582983,0.239707631619701,0.240659725986106,0,0,"Low base food resource level"
"44",10.675,5,0.214225474542315,0.236865973544369,0.240483450037508,0.241518791910393,0,0,"Low base food resource level"
"45",11.0924369747899,5,0.214290857122722,0.236646272563948,0.240177833933616,0.241179770053357,0,0,"Low base food resource level"
"46",11.2,5,0.214302460521669,0.236595529797022,0.240113308252841,0.241111935082846,0,0,"Low base food resource level"
"47",10.109243697479,5,0.214125772484732,0.237176936245307,0.240924666736184,0.242012557308581,0,0,"Low base food resource level"
"48",10.5294117647059,5,0.214202956994118,0.236942237311355,0.240588676751407,0.241634833582957,0,0,"Low base food resource level"
"49",11.25,5,0.214323268941877,0.236554221711105,0.240044326808018,0.24102920065157,0,0,"Low base food resource level"
"50",11.2083333333333,5,0.214304885779049,0.236589910897212,0.240103260596793,0.241099213064622,0,0,"Low base food resource level"
"51",10.3865546218487,5,0.214177031648395,0.237021654151415,0.240702261881671,0.241762536320836,0,0,"Low base food resource level"
"52",11.6083333333333,5,0.214367237005645,0.23637956497879,0.239812920641091,0.240779007990719,0,0,"Low base food resource level"
"53",10.4285714285714,5,0.214184917355836,0.236998010760045,0.240667661235641,0.241723038262179,0,0,"Low base food resource level"
"54",10.2436974789916,5,0.214151063573182,0.237101068177597,0.240815684457054,0.241889895079954,0,0,"Low base food resource level"
"55",10.6833333333333,5,0.214227182704732,0.236861063769872,0.240476709299466,0.241511533402836,0,0,"Low base food resource level"
"56",10.1848739495798,5,0.214137750115341,0.237136525132657,0.240867809755486,0.241948927945472,0,0,"Low base food resource level"
"57",11.2857142857143,5,0.214316888701814,0.236549341576625,0.240046759296467,0.24103644598023,0,0,"Low base food resource level"
"58",10.5798319327731,5,0.214214602586732,0.236911555913779,0.240542864989486,0.241582366033943,0,0,"Low base food resource level"
"59",9.89075630252101,5,0.21408312856499,0.237301430426022,0.241103792519539,0.242213978657083,0,0,"Low base food resource level"
"60",10.1512605042017,5,0.214136573548797,0.237149840924694,0.240883685410469,0.241965474909802,0,0,"Low base food resource level"
"61",10.3781512605042,5,0.214173634359763,0.237028412744875,0.240713630741338,0.241776252543167,0,0,"Low base food resource level"
"62",10.0252100840336,5,0.214112305288455,0.237221484927429,0.24098608559355,0.242080100922194,0,0,"Low base food resource level"
"63",10.4201680672269,5,0.214178403364237,0.237008577247152,0.240687454529488,0.241747928199542,0,0,"Low base food resource level"
"64",11.7916666666667,5,0.214401521194204,0.236276496713985,0.239664025323344,0.240610718188081,0,0,"Low base food resource level"
"65",11.1083333333333,5,0.214300920577842,0.23662899926608,0.240147872193738,0.241143577731885,0,0,"Low base food resource level"
"66",11.0252100840336,5,0.214277898185917,0.236684431000091,0.240234267904363,0.241244590866966,0,0,"Low base food resource level"
"67",11.4,5,0.214331819761506,0.236492492762507,0.239970659108543,0.240953752238787,0,0,"Low base food resource level"
"68",10.3109243697479,5,0.214166442829849,0.237059957225367,0.240754158598595,0.241819291418424,0,0,"Low base food resource level"
"69",10.6,5,0.21421263118687,0.236906676963342,0.240540411212168,0.241582050204197,0,0,"Low base food resource level"
"70",10.6050420168067,5,0.21420691260238,0.236911808724592,0.240552681003199,0.241598132418568,0,0,"Low base food resource level"
